student_id,gender,age,study_hours_per_day,attendance_percentage,previous_score,assignment_score,midterm_score,extracurricular_activity,internet_access,sleep_hours,parental_education,family_income_category,class_participation,final_score,academic_risk
STU2092,Male,22,4.4,66.0,82.9,54.0,61.0,No,Yes,5.4,Bachelor,Medium,46.6,62.6,Low Risk
STU2610,Male,21,5.0,67.5,68.3,60.9,55.9,Yes,Yes,7.9,Bachelor,Medium,47.4,71.1,Low Risk
STU1915,Male,17,3.4,68.5,82.1,72.6,64.7,No,Yes,6.7,High School,Medium,39.5,67.4,Low Risk
STU2275,Female,18,4.8,93.9,80.1,52.8,75.4,No,Yes,5.5,Doctorate,High,87.7,80.2,Low Risk
STU1481,Male,17,,92.4,50.1,56.6,59.4,Yes,Yes,7.6,Associate,Medium,76.0,69.3,Low Risk
STU1520,Female,18,5.1,70.7,82.7,68.5,62.2,No,Yes,7.0,Bachelor,Medium,65.3,72.9,Low Risk
STU2793,Male,21,2.5,84.0,53.7,34.2,45.0,No,Yes,6.3,Bachelor,Medium,41.0,60.0,Moderate Risk
STU2304,Male,21,8.0,78.3,74.5,81.9,77.2,No,Yes,7.1,Associate,Medium,56.5,88.3,Low Risk
STU2606,Male,20,2.5,60.5,81.5,52.1,42.5,No,Yes,7.4,Bachelor,Low,57.8,54.1,Moderate Risk
STU2209,Female,17,2.2,85.1,72.3,49.9,57.7,No,Yes,6.0,Bachelor,High,64.2,61.1,Moderate Risk
STU1584,Female,19,0.9,66.6,47.1,42.9,36.6,No,No,,Bachelor,Medium,61.8,42.8,High Risk
STU2754,Female,20,3.7,62.8,63.3,45.9,54.7,Yes,Yes,5.5,Bachelor,Low,45.1,55.7,Moderate Risk
STU1255,Female,18,2.8,59.5,52.1,42.7,41.2,No,Yes,7.0,Bachelor,High,62.4,51.2,Moderate Risk
STU1536,Male,22,2.4,59.0,54.9,40.1,36.9,Yes,No,7.4,High School,Medium,42.4,47.8,High Risk
STU1451,Male,21,1.7,69.9,57.9,52.8,44.3,No,Yes,7.9,Bachelor,High,29.5,50.8,High Risk
STU1050,Female,18,,78.2,70.5,86.1,68.4,No,Yes,7.9,Master,Medium,67.9,83.2,Low Risk
STU2426,Male,22,5.9,78.9,70.4,66.2,69.5,No,Yes,6.2,Bachelor,High,62.6,72.1,Low Risk
STU2492,Female,17,8.0,89.7,92.5,82.7,85.1,No,Yes,5.1,High School,Medium,93.8,85.1,Low Risk
STU2369,Female,19,4.1,61.2,56.5,40.2,60.7,Yes,Yes,7.2,Bachelor,Low,64.3,51.2,Moderate Risk
STU1758,Male,21,6.3,81.2,82.1,73.3,56.6,No,Yes,5.5,Associate,High,73.1,72.9,Low Risk
STU1737,Female,21,7.1,94.0,85.0,76.0,81.4,No,Yes,6.9,Doctorate,Low,82.7,92.5,Low Risk
STU2139,Female,21,4.1,59.3,81.7,48.4,58.8,Yes,Yes,7.7,Bachelor,Low,44.3,61.4,Moderate Risk
STU2511,Male,17,3.2,68.6,62.1,54.4,47.0,No,Yes,7.1,Bachelor,Medium,57.4,58.9,Moderate Risk
STU2878,Male,17,4.1,57.3,67.8,54.2,43.3,Yes,Yes,6.7,Associate,Medium,64.0,52.2,Moderate Risk
STU1174,Female,19,2.8,57.8,69.5,39.3,44.6,No,Yes,7.0,High School,Low,54.0,48.4,Moderate Risk
STU1866,Male,20,6.1,73.1,62.2,55.2,51.2,No,Yes,7.7,,High,84.1,66.9,Moderate Risk
STU2170,Female,17,0.7,49.2,52.0,28.3,23.5,No,Yes,8.2,High School,Low,21.6,39.2,High Risk
STU1765,Female,19,4.6,87.8,82.6,61.4,64.7,No,Yes,7.4,Associate,High,79.7,67.0,Low Risk
STU2765,Female,21,1.0,59.1,57.6,34.0,46.3,No,Yes,5.7,Master,Medium,41.2,47.0,High Risk
STU2722,Female,21,6.5,80.3,85.8,76.8,79.4,No,Yes,6.5,Master,Medium,59.1,84.8,Low Risk
STU2371,Male,17,1.8,74.6,47.7,41.9,48.4,No,Yes,5.7,Associate,Low,59.6,47.6,High Risk
STU1746,Male,17,5.3,71.6,66.8,58.8,60.5,Yes,Yes,5.5,Bachelor,Medium,40.9,71.5,Moderate Risk
STU1300,Female,20,3.8,77.1,57.7,57.4,44.5,No,Yes,7.0,Bachelor,High,42.4,60.8,Moderate Risk
STU1024,Female,17,6.1,79.2,83.8,57.1,59.8,No,Yes,7.2,Associate,Medium,77.5,66.3,Low Risk
STU2646,Male,22,2.7,71.1,62.6,48.6,54.8,No,Yes,6.7,High School,Medium,59.5,62.1,Moderate Risk
STU1987,Male,20,1.1,52.3,69.6,57.8,51.4,No,Yes,8.2,Bachelor,Medium,46.9,54.0,Moderate Risk
STU1064,Female,20,2.1,71.4,75.9,63.2,62.0,No,Yes,6.9,High School,Low,41.4,76.3,Moderate Risk
STU1808,Male,19,3.7,63.4,58.1,35.0,43.8,Yes,Yes,6.4,Bachelor,Medium,70.5,55.8,Moderate Risk
STU1731,Female,19,2.6,63.1,60.1,43.3,50.8,Yes,No,7.1,Associate,Medium,48.5,56.1,Moderate Risk
STU1882,Male,17,7.7,80.4,87.2,76.3,71.4,No,Yes,6.8,Bachelor,Medium,71.7,83.9,Low Risk
STU1282,Female,17,1.3,60.4,,40.4,53.2,No,No,7.0,High School,Medium,57.4,54.7,Moderate Risk
STU1257,Male,17,2.9,67.5,82.9,56.1,58.3,Yes,Yes,7.3,Doctorate,Medium,36.0,68.1,Moderate Risk
STU1355,Female,17,3.6,62.8,57.5,47.5,34.6,No,Yes,7.0,Bachelor,Medium,61.6,45.4,High Risk
STU1556,Female,20,3.8,71.6,63.6,49.4,53.7,Yes,Yes,8.4,High School,High,71.0,66.4,Moderate Risk
STU1276,Male,17,2.3,61.8,58.9,50.8,44.3,No,Yes,7.2,Master,Medium,63.8,58.4,High Risk
STU2991,Male,21,5.0,68.5,77.2,60.8,62.7,No,Yes,7.0,Bachelor,Medium,51.8,69.2,Low Risk
STU1352,Male,17,2.6,72.4,78.7,61.4,50.9,Yes,Yes,6.7,Bachelor,Low,48.4,57.4,Moderate Risk
STU2702,Female,19,3.2,45.0,55.1,25.4,25.4,Yes,Yes,6.8,Bachelor,Medium,46.3,28.2,High Risk
STU2868,Female,19,4.2,84.3,76.1,63.0,60.2,No,Yes,7.1,Bachelor,Medium,84.5,73.5,Low Risk
STU2300,Male,20,1.8,70.4,56.6,48.7,58.3,No,Yes,8.1,Associate,Low,47.5,62.6,Moderate Risk
STU1298,Female,20,5.7,82.4,78.8,68.4,74.7,No,Yes,5.7,Bachelor,Medium,60.9,78.8,Low Risk
STU2733,Male,22,4.2,49.3,65.0,43.4,51.1,Yes,Yes,6.7,Associate,Low,43.0,59.6,Moderate Risk
STU2791,Female,21,3.0,54.5,62.1,39.1,41.2,No,Yes,6.7,Bachelor,Low,56.7,52.0,High Risk
STU1870,Male,20,4.4,76.7,79.2,57.0,58.5,Yes,Yes,5.6,High School,Medium,57.6,66.5,Low Risk
STU1651,Female,21,6.4,71.6,62.6,60.7,60.5,No,Yes,7.9,Master,Low,57.3,66.0,Moderate Risk
STU3010,Female,21,5.0,72.5,66.3,66.7,62.2,Yes,Yes,5.5,Bachelor,Medium,54.0,67.9,Moderate Risk
STU1271,Male,19,3.8,81.2,65.2,43.8,52.7,No,Yes,7.0,Master,Medium,66.4,62.6,Moderate Risk
STU2694,Female,18,1.0,54.7,55.6,34.5,36.5,No,Yes,6.9,High School,Low,43.7,39.8,High Risk
STU1933,Other,21,4.2,65.2,87.8,60.6,74.0,No,Yes,5.8,High School,High,61.9,70.0,Low Risk
STU2281,Male,19,3.1,59.0,48.1,42.8,40.2,No,Yes,6.7,Doctorate,Low,26.8,49.0,High Risk
STU2224,Male,18,1.9,59.6,66.2,46.0,56.8,No,Yes,7.6,Bachelor,Low,40.9,57.1,Moderate Risk
STU1026,Male,18,3.6,65.0,73.7,52.8,53.3,Yes,Yes,9.0,High School,Low,54.5,60.7,Moderate Risk
STU2394,Male,18,1.2,53.0,61.2,40.1,41.7,Yes,No,4.6,Associate,Low,37.4,39.2,High Risk
STU1079,Female,20,2.1,70.2,67.4,37.3,50.7,Yes,Yes,6.4,High School,Low,63.7,48.4,High Risk
STU1858,Female,22,4.0,87.7,88.6,69.8,75.2,Yes,Yes,6.7,Bachelor,Medium,60.9,80.3,Low Risk
STU1033,Female,17,1.9,63.2,63.3,38.9,38.5,No,Yes,6.4,Associate,Medium,39.4,51.6,Moderate Risk
STU1395,Female,18,2.4,58.6,46.5,50.2,51.4,Yes,Yes,7.2,Associate,Low,47.5,50.2,Moderate Risk
STU2551,Male,18,4.6,73.1,92.5,77.9,71.6,Yes,Yes,5.0,High School,High,71.7,76.4,Low Risk
STU1495,Female,21,4.3,74.0,48.5,60.3,51.2,Yes,Yes,6.9,Associate,High,64.3,59.4,Moderate Risk
STU1612,Male,19,1.6,58.9,67.6,36.5,44.0,Yes,Yes,6.4,Bachelor,Medium,31.8,45.9,High Risk
STU1164,Male,19,1.9,55.5,52.5,29.8,38.5,No,No,7.0,Master,High,53.5,39.7,High Risk
STU1204,Male,17,4.3,66.0,,45.1,52.3,No,Yes,8.1,Master,Low,70.6,63.9,Moderate Risk
STU2008,Male,22,4.8,73.5,79.6,67.2,77.3,Yes,Yes,7.4,Doctorate,High,63.0,81.4,Low Risk
STU2859,Male,22,3.5,69.6,63.9,72.3,55.6,Yes,Yes,4.7,Bachelor,Medium,68.6,67.7,Moderate Risk
STU2286,Male,18,4.5,73.1,67.7,59.9,63.0,Yes,Yes,7.2,High School,High,70.0,63.6,Moderate Risk
STU2803,Female,21,5.1,70.3,84.6,72.1,75.3,Yes,Yes,7.5,High School,Low,67.3,79.6,Low Risk
STU2160,Female,20,2.0,68.0,72.8,40.6,47.8,Yes,Yes,7.2,Bachelor,Medium,63.7,63.5,Moderate Risk
STU1825,Male,22,5.1,69.4,69.8,60.1,55.5,Yes,Yes,6.9,Master,Medium,55.5,72.2,Moderate Risk
STU3018,Male,18,3.4,76.6,69.8,63.2,64.6,Yes,Yes,6.2,Master,Low,56.7,65.9,Low Risk
STU1603,Female,21,0.7,64.5,58.4,42.8,44.0,Yes,Yes,7.0,Master,High,34.9,45.0,High Risk
STU1483,Female,18,3.5,70.7,59.3,54.3,61.9,Yes,Yes,8.4,Associate,Low,50.6,57.3,Moderate Risk
STU1874,Female,20,4.5,66.6,64.8,51.5,40.4,Yes,Yes,6.7,High School,Medium,52.0,53.1,Moderate Risk
STU2408,Male,17,2.7,67.8,92.6,55.3,73.2,No,Yes,6.5,Bachelor,Medium,40.0,63.2,Moderate Risk
STU1219,Male,19,8.0,77.5,85.4,91.8,81.3,Yes,Yes,5.7,Associate,High,64.7,97.1,Low Risk
STU2983,Female,18,1.2,51.5,72.8,30.4,57.4,No,Yes,7.9,Master,Medium,41.7,48.5,Moderate Risk
STU2002,Male,22,3.1,67.0,59.6,57.7,41.6,No,Yes,4.0,Bachelor,High,57.4,54.9,Moderate Risk
STU2641,Male,17,3.6,69.1,64.7,52.3,54.4,No,Yes,6.3,Master,Medium,49.6,56.7,Moderate Risk
STU1818,Female,19,6.9,65.4,98.0,77.1,74.8,No,Yes,10.0,Master,Low,80.8,81.6,Low Risk
STU2176,Male,22,1.4,54.3,55.7,38.9,42.9,No,Yes,8.9,Bachelor,Low,25.6,50.2,Moderate Risk
STU1060,Female,21,1.0,62.8,58.5,34.2,34.2,No,Yes,5.8,Doctorate,Medium,65.3,45.6,High Risk
STU1322,Male,19,2.3,71.8,67.5,56.9,61.5,No,No,5.7,Associate,Medium,36.0,66.0,Moderate Risk
STU1317,Female,19,2.3,52.9,71.0,48.9,61.1,No,Yes,5.4,High School,Low,43.4,57.6,Moderate Risk
STU1074,Male,22,3.4,68.5,72.1,50.2,41.7,Yes,Yes,8.5,Doctorate,Low,49.3,49.2,Moderate Risk
STU1163,Male,17,2.8,60.2,58.6,39.7,43.0,No,Yes,6.1,High School,Medium,46.3,46.0,High Risk
STU1580,Female,19,4.5,70.3,69.5,56.2,65.4,No,Yes,5.9,Master,High,61.5,61.2,Moderate Risk
STU1991,Male,22,3.3,63.0,63.9,44.6,45.7,Yes,Yes,6.7,Bachelor,High,51.9,53.0,Moderate Risk
STU1577,Female,20,8.0,78.2,98.0,81.9,90.6,Yes,Yes,4.8,Bachelor,Medium,89.1,98.7,Low Risk
STU2629,Female,20,4.3,85.2,71.2,59.5,61.4,No,Yes,6.8,Bachelor,Medium,73.8,79.1,Moderate Risk
STU1618,Female,22,3.5,63.0,80.4,51.2,59.1,No,No,8.7,Associate,High,67.4,58.9,Moderate Risk
STU2903,Male,21,3.6,64.8,72.5,55.6,59.6,No,Yes,7.1,Bachelor,High,51.5,64.6,Moderate Risk
STU1046,Male,22,1.7,66.7,60.2,45.8,57.4,No,Yes,7.2,Bachelor,Medium,66.8,59.9,Moderate Risk
STU2001,Female,22,3.5,61.3,60.5,31.4,42.3,Yes,Yes,6.7,Bachelor,Medium,55.8,57.4,Moderate Risk
STU2524,Female,17,2.8,83.3,64.2,57.1,62.8,No,Yes,7.3,High School,High,62.0,73.3,Moderate Risk
STU2343,Male,21,2.7,73.0,62.2,58.0,56.8,No,Yes,6.4,Bachelor,High,49.2,54.8,Moderate Risk
STU1573,Female,20,3.3,59.4,,46.7,60.2,Yes,Yes,6.0,Master,Medium,58.7,61.7,Moderate Risk
STU1077,Male,21,3.1,59.2,72.1,47.5,53.0,No,Yes,7.4,Master,Medium,63.3,54.1,Moderate Risk
STU2968,Female,19,2.7,72.1,78.0,58.0,64.6,No,Yes,7.4,High School,Low,53.0,61.6,Moderate Risk
STU2451,Male,18,4.0,53.0,63.6,42.0,40.3,Yes,Yes,6.7,Bachelor,Low,62.7,47.6,Moderate Risk
STU1772,Male,20,3.2,74.7,68.4,56.1,62.1,No,Yes,,Bachelor,Medium,55.0,66.9,Low Risk
STU2425,Other,21,6.9,87.3,74.8,69.4,64.1,No,Yes,9.1,High School,Low,63.6,76.7,Low Risk
STU1484,Male,21,5.6,67.1,79.1,70.8,58.7,No,Yes,7.6,Doctorate,Low,54.8,74.0,Moderate Risk
STU1949,Male,17,2.3,60.5,55.0,20.0,44.4,No,Yes,6.7,High School,Medium,43.5,47.1,Moderate Risk
STU1856,Female,18,2.5,61.4,62.7,43.1,48.3,No,Yes,6.1,High School,Low,56.0,51.3,High Risk
STU1031,Male,22,2.7,75.0,72.3,47.5,58.2,No,Yes,6.1,Bachelor,Low,58.5,58.2,Moderate Risk
STU2785,Male,17,2.9,66.2,74.7,48.1,55.7,Yes,Yes,6.9,High School,Medium,59.4,68.1,Moderate Risk
STU2552,Male,22,2.7,47.2,76.9,43.8,52.4,No,Yes,8.3,Bachelor,High,32.5,51.0,Moderate Risk
STU1820,Female,18,3.6,54.5,52.0,41.4,58.9,No,Yes,4.9,Associate,High,47.1,45.1,Moderate Risk
STU2352,Male,20,4.5,72.8,79.7,58.9,61.8,Yes,Yes,8.0,Bachelor,Low,58.6,71.7,Low Risk
STU1839,Male,21,1.8,48.9,67.8,43.6,49.5,No,Yes,6.9,High School,Medium,54.3,49.4,Moderate Risk
STU2327,Female,21,5.3,76.6,71.0,69.0,69.3,Yes,Yes,5.5,Bachelor,Low,69.5,73.3,Low Risk
STU2503,Female,17,2.5,61.7,73.4,56.8,57.0,No,Yes,6.3,High School,Medium,56.0,55.3,Moderate Risk
STU2776,Female,19,2.8,61.7,73.6,44.1,45.5,Yes,Yes,4.5,Bachelor,Medium,44.1,54.4,High Risk
STU2607,Female,19,1.0,53.2,37.8,35.1,38.9,No,Yes,6.1,Bachelor,Low,31.4,39.1,High Risk
STU2934,Male,22,3.3,54.7,,62.7,59.2,Yes,Yes,7.4,Master,Medium,51.6,53.5,Moderate Risk
STU2613,Male,19,1.3,66.0,56.3,42.3,51.8,No,Yes,6.1,Bachelor,Low,63.1,52.7,High Risk
STU1345,Female,19,2.8,67.1,74.6,61.6,54.1,Yes,Yes,7.0,Bachelor,High,56.4,68.8,Moderate Risk
STU1045,Female,22,1.4,53.1,63.4,30.3,39.3,No,Yes,8.9,Master,Low,20.8,33.7,High Risk
STU2577,Female,22,2.8,62.6,63.6,52.5,47.0,No,Yes,,High School,Medium,64.7,57.0,Moderate Risk
STU1169,Female,18,2.1,57.9,64.0,44.2,48.9,Yes,No,6.7,Master,Low,29.9,52.7,High Risk
STU1304,Male,21,2.4,56.1,63.0,50.7,56.0,No,Yes,5.8,Bachelor,High,46.0,54.5,High Risk
STU1351,Male,21,3.4,58.4,59.3,63.4,40.1,Yes,Yes,8.5,Master,High,44.2,63.0,Moderate Risk
STU2677,Female,20,2.7,68.3,70.7,50.4,58.7,No,Yes,7.0,Master,Low,37.8,54.7,Moderate Risk
STU2977,Female,18,3.1,65.4,70.6,61.2,45.0,No,Yes,6.6,High School,Medium,50.8,56.2,Moderate Risk
STU1893,Male,17,8.0,83.4,98.0,94.1,69.0,No,No,6.3,High School,Medium,76.0,93.5,Low Risk
STU2973,Female,19,6.7,86.5,83.2,77.9,71.7,No,No,6.6,Bachelor,High,83.9,89.2,Low Risk
STU1694,Female,22,2.2,58.4,67.2,50.3,41.8,Yes,Yes,5.0,Bachelor,Medium,75.5,50.2,Moderate Risk
STU1412,Male,19,2.7,61.5,62.0,39.9,36.9,No,Yes,7.1,High School,Medium,44.7,48.2,Moderate Risk
STU1430,Female,17,1.3,67.5,65.7,47.8,71.4,,Yes,5.5,Bachelor,High,35.2,61.7,Moderate Risk
STU2469,Male,17,1.7,47.0,63.2,43.7,45.4,Yes,Yes,7.4,High School,High,48.5,51.2,High Risk
STU2402,Female,18,4.7,62.3,62.4,57.0,53.8,No,Yes,7.2,High School,Low,54.3,61.0,Moderate Risk
STU2396,Male,19,2.6,61.6,56.9,45.4,55.1,No,Yes,8.4,Associate,Medium,67.2,54.4,High Risk
STU2594,Female,21,6.1,70.8,66.8,68.2,54.7,Yes,Yes,8.2,Bachelor,Medium,70.8,67.7,Low Risk
STU1354,Female,19,4.0,62.2,48.9,42.6,32.5,Yes,Yes,6.8,Bachelor,Low,52.3,45.4,High Risk
STU2464,Male,19,1.6,54.4,60.7,36.3,31.6,No,Yes,5.9,Doctorate,Medium,52.7,46.1,High Risk
STU2103,Male,19,5.9,86.4,86.3,79.0,68.4,Yes,Yes,8.0,Bachelor,High,69.0,81.9,Low Risk
STU1531,Male,21,1.8,60.1,54.5,49.4,41.2,Yes,Yes,6.8,Bachelor,Medium,50.8,50.4,Moderate Risk
STU1186,Male,17,6.2,77.1,77.9,73.8,61.9,Yes,No,7.8,High School,Medium,84.3,73.4,Low Risk
STU2272,Male,17,4.6,73.0,72.9,62.0,64.2,No,Yes,5.7,Bachelor,Medium,64.3,67.9,Moderate Risk
STU2329,Male,19,3.5,66.0,89.7,50.5,58.8,Yes,Yes,7.6,Master,Low,52.7,56.8,Moderate Risk
STU2998,Female,19,2.0,51.4,53.3,23.3,47.3,No,Yes,4.9,Doctorate,Medium,40.8,38.4,High Risk
STU2234,Female,17,6.2,81.6,74.9,64.0,68.4,No,Yes,7.4,Bachelor,Medium,75.7,78.4,Low Risk
STU1301,Female,22,2.6,45.0,62.5,47.6,50.9,No,Yes,7.3,Bachelor,Medium,35.7,63.9,Moderate Risk
STU2987,Male,17,3.8,75.8,79.8,66.7,72.3,Yes,Yes,7.4,Bachelor,Medium,64.8,69.9,Low Risk
STU2086,Female,17,3.5,71.6,64.2,52.1,55.4,Yes,Yes,6.9,High School,Low,40.0,58.2,Moderate Risk
STU2211,Female,20,3.4,62.8,74.0,54.8,64.6,No,No,9.5,High School,High,43.5,59.0,Moderate Risk
STU2640,Male,20,2.1,60.2,60.5,40.9,61.0,Yes,Yes,7.0,High School,High,62.3,52.8,Moderate Risk
STU2833,Male,18,4.2,70.6,57.2,35.5,53.5,Yes,Yes,7.8,Bachelor,Medium,73.3,56.5,Moderate Risk
STU2985,Female,17,8.0,69.7,72.4,88.9,59.7,Yes,Yes,6.9,Bachelor,High,63.2,78.6,Low Risk
STU2727,Male,18,2.5,60.4,67.0,40.6,59.0,No,Yes,7.6,Bachelor,High,37.7,59.5,Moderate Risk
STU2424,Female,18,1.8,56.4,68.4,44.5,53.0,Yes,No,7.3,Bachelor,Low,62.4,56.6,Moderate Risk
STU1176,Female,20,2.9,55.6,70.6,53.5,61.8,Yes,Yes,7.9,Master,High,63.6,58.7,Moderate Risk
STU2713,Male,21,4.8,53.8,66.1,50.0,50.4,No,No,5.6,Master,Medium,53.6,51.8,Moderate Risk
STU2935,Male,22,,87.1,69.2,63.2,68.7,No,No,7.5,Associate,Medium,68.0,74.9,Low Risk
STU2651,Female,22,7.3,77.1,70.9,73.1,60.7,No,Yes,7.4,Bachelor,Medium,73.5,77.4,Low Risk
STU1124,Female,18,1.8,64.0,60.9,37.3,43.7,No,Yes,7.1,Master,Low,54.0,52.3,High Risk
STU2908,Female,18,4.1,78.6,57.2,52.0,58.5,No,Yes,8.0,Bachelor,Low,54.2,57.0,Moderate Risk
STU1428,Male,21,3.9,75.2,71.4,63.8,64.1,Yes,Yes,5.3,Bachelor,Medium,59.2,63.4,Low Risk
STU1745,Female,19,1.1,54.5,54.7,28.7,44.8,No,Yes,7.5,High School,High,61.4,42.0,High Risk
STU1040,Female,17,1.3,54.4,36.3,41.6,42.6,Yes,Yes,6.8,High School,High,41.1,42.0,High Risk
STU1423,Female,19,4.7,72.6,84.4,68.2,64.9,No,Yes,5.2,High School,Medium,61.5,78.1,Moderate Risk
STU2470,Male,17,1.9,53.2,59.5,39.6,38.9,Yes,No,6.3,Master,Medium,38.8,53.5,High Risk
STU1332,Male,22,4.2,85.2,67.6,55.2,55.4,No,No,7.1,High School,Medium,45.7,59.2,Moderate Risk
STU1791,Female,21,2.6,62.8,54.7,28.5,32.5,No,Yes,6.3,Master,Medium,50.1,37.8,High Risk
STU1195,Female,19,2.6,63.5,73.1,59.3,62.6,Yes,Yes,6.6,Bachelor,Low,61.6,55.1,Moderate Risk
STU2731,Female,19,1.4,57.0,56.9,21.9,33.8,Yes,Yes,5.6,Bachelor,Medium,47.4,46.6,High Risk
STU2681,Female,21,1.8,70.4,65.4,41.3,44.4,Yes,Yes,6.8,High School,Medium,38.2,52.0,High Risk
STU2757,Male,22,1.3,59.1,64.3,43.4,42.4,No,Yes,6.8,Bachelor,Medium,47.2,48.6,High Risk
STU1323,Male,20,2.4,59.3,68.4,37.9,43.8,No,Yes,7.7,High School,Medium,48.7,55.4,Moderate Risk
STU2227,Female,18,5.2,66.8,80.9,57.4,73.4,Yes,Yes,5.9,Associate,Medium,64.9,72.9,Low Risk
STU1267,Male,20,2.4,62.6,48.8,43.3,48.8,Yes,Yes,5.0,High School,Medium,48.9,46.4,Moderate Risk
STU2980,Male,17,3.0,79.5,55.8,47.6,52.8,No,Yes,7.8,High School,Medium,49.5,56.7,Moderate Risk
STU2467,Male,22,3.8,61.0,55.8,40.1,36.8,No,Yes,6.5,Bachelor,Medium,66.1,48.8,High Risk
STU2360,Male,21,1.6,63.3,55.4,42.0,56.2,No,Yes,4.5,Bachelor,Low,39.3,52.4,Moderate Risk
STU1068,Male,19,3.1,80.5,65.3,56.7,44.0,No,Yes,7.4,Bachelor,Low,35.2,53.8,Moderate Risk
STU1994,Male,21,5.5,80.2,64.8,62.0,60.2,No,No,7.8,Bachelor,Medium,72.3,73.7,Low Risk
STU2648,Male,18,2.0,62.1,66.7,55.7,49.9,Yes,Yes,6.5,High School,Medium,29.9,65.8,Moderate Risk
STU2062,Other,21,4.6,65.0,65.2,47.1,49.2,No,Yes,8.1,Associate,High,69.4,56.1,Moderate Risk
STU1706,Other,19,1.7,66.8,58.2,32.9,47.7,Yes,Yes,6.8,High School,Medium,44.3,51.6,Moderate Risk
STU2525,Female,19,3.3,73.6,56.9,46.7,45.3,No,Yes,7.9,High School,Low,58.3,53.2,Moderate Risk
STU2510,Male,20,5.2,69.5,66.9,51.0,51.8,No,Yes,6.9,Associate,Low,67.5,65.9,Moderate Risk
STU2448,Male,18,2.9,68.5,76.5,55.8,59.2,Yes,Yes,8.4,Bachelor,High,74.1,59.7,Moderate Risk
STU2858,Female,22,5.2,74.2,75.7,74.1,66.9,No,Yes,5.7,Master,Medium,75.3,83.4,Low Risk
STU1571,Male,17,2.3,53.4,56.1,46.8,58.0,Yes,Yes,4.7,Master,High,36.4,57.8,High Risk
STU1927,Female,17,3.8,52.1,58.1,61.9,52.3,Yes,Yes,9.2,Doctorate,Medium,40.4,61.7,Moderate Risk
STU1671,Female,21,4.2,48.2,54.5,43.2,48.6,No,Yes,7.4,Bachelor,Low,40.1,53.9,Moderate Risk
STU2675,Male,17,6.4,85.2,95.8,58.4,67.6,No,No,7.8,Associate,Low,58.0,77.6,Low Risk
STU2230,Female,19,7.4,70.5,97.0,70.3,73.3,Yes,Yes,6.0,Master,Medium,85.0,82.1,Low Risk
STU1951,Male,22,2.5,87.4,68.8,51.4,54.2,Yes,Yes,7.3,Associate,Medium,70.5,52.7,Moderate Risk
STU1465,Male,18,4.2,81.8,70.7,65.7,65.7,Yes,Yes,8.0,Master,Low,67.1,67.9,Low Risk
STU1433,Male,19,5.1,91.6,93.0,67.9,72.9,No,No,8.0,Bachelor,Medium,73.4,82.7,Low Risk
STU1999,Male,17,1.8,73.8,74.1,55.9,56.4,No,Yes,4.0,High School,Medium,56.9,61.5,Moderate Risk
STU2570,Female,18,3.1,50.3,61.9,52.2,35.2,No,Yes,4.1,Bachelor,High,49.7,46.2,High Risk
STU2619,Male,22,6.3,73.7,73.3,66.4,66.0,No,Yes,4.3,Bachelor,Low,88.6,75.3,Low Risk
STU2805,Female,22,2.2,76.0,63.0,48.3,59.9,Yes,Yes,6.7,Doctorate,High,55.4,52.1,Moderate Risk
STU2177,Male,17,2.9,53.7,45.8,34.3,37.6,Yes,No,4.9,Associate,Medium,55.9,46.0,High Risk
STU1760,Male,21,3.6,70.0,74.6,67.4,63.9,No,Yes,8.0,Bachelor,Medium,63.9,63.4,Low Risk
STU2024,Male,22,3.2,66.3,53.5,41.8,41.7,Yes,Yes,8.9,High School,High,48.9,44.2,Moderate Risk
STU2106,Female,19,2.8,70.7,62.2,42.0,44.0,Yes,Yes,5.8,,Low,57.7,57.3,Moderate Risk
STU1681,Male,20,5.7,86.2,80.5,64.5,56.3,No,Yes,7.4,High School,Medium,58.2,73.3,Moderate Risk
STU1953,Female,17,3.9,81.3,65.2,51.2,54.8,No,Yes,6.3,High School,Medium,77.8,70.1,Moderate Risk
STU1262,Other,19,1.8,54.1,66.5,46.5,60.4,Yes,Yes,8.8,Bachelor,Low,57.2,55.7,Moderate Risk
STU1568,Female,21,7.3,80.0,76.3,63.8,56.6,No,Yes,8.8,High School,High,83.2,71.8,Low Risk
STU2011,Female,22,4.0,76.0,78.6,73.2,55.4,Yes,Yes,4.0,High School,Low,69.4,72.0,Moderate Risk
STU1241,Male,19,5.5,82.0,82.3,76.6,67.0,Yes,Yes,6.7,Bachelor,Low,60.1,75.0,Low Risk
STU2064,Female,19,2.8,67.9,76.1,53.8,53.2,No,Yes,8.8,Associate,Low,74.6,53.9,Moderate Risk
STU1850,Male,17,4.8,64.5,69.1,60.1,35.2,Yes,No,7.3,High School,High,53.3,53.4,Moderate Risk
STU1722,Female,20,3.9,59.6,82.7,53.0,64.0,Yes,Yes,7.4,,Low,48.6,53.8,Moderate Risk
STU2477,Male,21,4.2,62.8,61.8,58.3,64.7,No,Yes,6.2,High School,Medium,78.8,69.9,Moderate Risk
STU2114,Male,17,5.9,79.6,86.9,73.0,67.3,No,Yes,4.7,High School,High,78.8,75.0,Low Risk
STU2690,Male,17,3.1,58.6,63.0,36.7,44.3,Yes,Yes,6.6,Bachelor,Low,33.4,44.2,Moderate Risk
